bgg_id,category
221,"Thematic, War"
222,Family
223,Family
224,"Thematic, Strategy"
225,Abstract
226,Abstract
228,Thematic
229,Family
230,Strategy
231,War
232,Strategy
234,War
235,"Thematic, War"
237,War
239,War
240,War
241,"Thematic, Strategy"
242,"Thematic, Strategy"
243,War
244,"Thematic, Strategy"
247,Family
248,Thematic
249,"Strategy, Family"
250,"Strategy, War"
252,War
254,War
255,War
256,Family
257,Family
258,"Family, Party"
259,"Strategy, War"
260,War
261,Family
263,"Strategy, Family"
264,War
265,Strategy
267,Strategy
270,"Thematic, Strategy"
271,Family
274,War
276,War
277,Strategy
278,Strategy
279,Abstract
280,"Strategy, Family"
282,War
283,War
284,"Thematic, Strategy, War"
285,Thematic
286,"Strategy, War"
287,"Family, Abstract"
288,War
289,War
290,Family
292,Family
293,"Family, Party"
295,Strategy
296,Strategy
298,War
299,War
300,Family
301,Family
302,Abstract
303,Strategy
305,"Strategy, Family"
307,"Thematic, Strategy"
308,Strategy
309,Abstract
310,"Thematic, War"
311,Strategy
312,"Thematic, Strategy"
313,Strategy
314,War
315,Abstract
316,Abstract
319,Abstract
320,Family
321,"Family, Childrens"
322,Family
323,Strategy
327,Childrens
328,War
329,War
330,Thematic
333,Family
334,Family
335,Abstract
336,Abstract
337,Family
338,"Strategy, Family"
339,Family
340,Family
342,Abstract
343,Family
344,Family
348,Strategy
349,Family
350,Family
353,Family
354,Strategy
355,Strategy
356,Family
357,Family
359,Family
360,"Thematic, Family"
361,Family
363,Family
364,Strategy
366,Family
368,Family
369,Family
371,Family
372,Family
375,Strategy
376,"Strategy, Abstract"
378,Strategy
379,Family
380,Abstract
382,Family
383,Family
384,"Thematic, Family"
386,Family
387,"Strategy, Family"
388,Family
392,"Thematic, Family"
393,Family
394,Abstract
397,Card games
398,Family
399,Strategy
403,Family
404,"Family, Childrens"
408,"Strategy, Abstract"
414,Family
416,Party
417,"Strategy, Family"
420,Strategy
421,Strategy
422,Strategy
423,Strategy
424,Strategy
425,War
426,War
427,"Thematic, Party"
429,"Strategy, Family"
431,Family
432,Family
433,Strategy
434,Abstract
436,Family
437,Family
438,Family
441,"Strategy, Family"
442,"Strategy, Family"
443,"Family, Abstract"
444,"Family, Childrens"
446,Abstract
449,Family
450,Abstract
454,Childrens
455,Family
457,Family
458,Thematic
459,"Strategy, Family"
460,"Strategy, Family"
461,"Strategy, Family"
463,Card games
464,"Family, Abstract"
466,Family
469,Childrens
470,"Thematic, Strategy"
472,Thematic
474,Strategy
475,Strategy
476,Strategy
478,"Strategy, Family"
481,Strategy
483,"Strategy, War"
484,Card games
485,Family
486,Childrens
487,"War, Abstract"
490,War
491,"Strategy, Family"
492,"Strategy, Family"
494,Family
497,Family
499,"Family, Party"
501,Childrens
503,"Strategy, Abstract"
506,Family
507,"Strategy, Family"
508,War
509,Family
511,Strategy
514,Party
515,Family
520,War
521,Family
524,Family
526,Abstract
527,Abstract
528,Abstract
531,Strategy
533,"Family, Childrens"
534,"Strategy, Family"
535,"Strategy, Family"
539,"Strategy, Family"
540,Abstract
541,Family
542,Party
545,Party
548,War
549,War
550,"Family, Party"
551,War
552,Strategy
553,"Thematic, Party"
554,Strategy
555,Strategy
556,Childrens
559,"Strategy, Family"
568,Family
572,War
574,Family
577,"Thematic, Strategy"
581,Abstract
582,War
585,Abstract
586,War
589,Thematic
590,Family
592,Family
594,Strategy
595,Thematic
607,"Thematic, Strategy"
608,Abstract
611,Thematic
613,Abstract
619,"Strategy, Family"
620,War
621,Party
622,Family
623,"Thematic, Strategy, War"
624,Abstract
626,War
627,War
629,Abstract
631,"Strategy, Family"
632,Family
633,"Family, Party"
634,Family
635,Family
637,Strategy
638,Strategy
639,Strategy
642,Party
643,Card games
645,Abstract
650,Thematic
651,Family
655,Family
665,Childrens
668,Strategy
669,Thematic
670,War
671,War
673,Strategy
674,War
675,Abstract
680,Thematic
681,Abstract
684,Family
685,Abstract
686,Strategy
687,Abstract
688,War
690,War
691,Strategy
692,War
695,Abstract
696,Party
697,Family
698,Thematic
699,Thematic
700,War
701,War
702,Thematic
703,War
704,Family
705,War
706,War
707,War
708,War
709,War
710,"Thematic, Family"
711,Strategy
712,"Thematic, Strategy"
713,Thematic
714,Thematic
715,Thematic
716,Childrens
718,Strategy
719,Strategy
720,Strategy
723,Thematic
724,Thematic
727,War
728,War
730,War
731,Thematic
740,War
741,War
742,War
745,War
746,War
747,War
748,Abstract
751,Strategy
753,War
754,Abstract
755,War
756,Strategy
759,War
760,Strategy
761,"Thematic, Family"
764,Party
765,Abstract
766,Strategy
770,Family
771,Strategy
782,"Strategy, Family"
788,Thematic
789,Abstract
790,Abstract
792,Abstract
793,"Family, Party"
795,Family
798,War
799,Thematic
801,War
802,War
803,War
804,Thematic
805,Thematic
806,Strategy
808,Abstract
810,Abstract
811,Family
813,Childrens
814,Family
815,"Thematic, Family"
816,Strategy
820,Abstract
821,Abstract
822,Family
823,Thematic
824,Abstract
825,Family
826,Family
827,Strategy
828,Thematic
831,Strategy
833,War
834,Party
836,Strategy
840,Family
841,"Strategy, Family"
843,"Thematic, Strategy"
847,Abstract
852,Childrens
853,Family
854,Strategy
855,Strategy
859,"Thematic, Strategy"
860,War
861,Childrens
864,Card games
867,"Strategy, Abstract"
870,Strategy
872,"Family, Abstract"
875,Strategy
878,Family
883,Family
884,Strategy
891,Party
895,Thematic
902,Strategy
903,Family
904,"Strategy, Family"
905,Abstract
908,Family
910,Strategy
911,"Strategy, War"
912,War
915,Family
916,Childrens
917,Family
923,Family
925,Party
929,Party
931,Abstract
932,"Strategy, Family"
935,Strategy
936,Thematic
937,Strategy
938,Childrens
939,Thematic
941,Family
943,Family
944,Thematic
948,Abstract
949,Abstract
950,"Strategy, Abstract"
951,Strategy
956,"Strategy, War"
959,War
963,"Strategy, Family"
964,Childrens
979,Childrens
980,Family
982,"Thematic, War"
983,"Family, Abstract"
986,Strategy
987,"Strategy, War"
988,Childrens
990,Abstract
993,Strategy
999,Childrens
1000,Abstract
1002,Strategy
1014,Strategy
1017,Strategy
1029,War
1032,War
1033,War
1035,War
1036,"Strategy, Family"
1037,Card games
1038,Abstract
1041,Strategy
1042,Family
1044,"Thematic, War"
1045,Abstract
1047,Abstract
1053,Abstract
1070,"Family, Childrens"
1071,Abstract
1072,"Family, Party"
1073,Family
1077,Abstract
1079,Abstract
1082,Abstract
1094,Strategy
1098,Thematic
1099,"Family, Childrens"
1101,Family
1107,Strategy
1111,Party
1115,Strategy
1116,Family
1117,Family
1125,"Strategy, Family"
1126,Thematic
1142,Abstract
1143,"Thematic, Strategy, War"
1144,Thematic
1145,Thematic
1149,Thematic
1150,Family
1152,Thematic
1155,Strategy
1157,"Thematic, Family"
1159,"Strategy, Family"
1163,"Family, Party"
1170,Childrens
1177,Childrens
1187,"Strategy, War"
1188,Thematic
1189,War
1190,Abstract
1194,Strategy
1197,Family
1198,"Family, Abstract"
1199,Childrens
1202,"Thematic, Family"
1206,Strategy
1208,Strategy
1209,"Strategy, War"
1210,Thematic
1211,Childrens
1212,Thematic
1213,Thematic
1215,Childrens
1216,Childrens
1217,Childrens
1218,Childrens
1219,Family
1221,Childrens
1226,Abstract
1227,Abstract
1231,"Family, Party"
1233,"Family, Party"
1234,"Thematic, Family"
1235,Family
1237,Family
1244,Abstract
1245,Abstract
1246,War
1249,Abstract
1250,Thematic
1251,Strategy
1252,Abstract
1253,Family
1254,Party
1255,Family
1257,Family
1258,Family
1260,Family
1261,"Strategy, Abstract"
1262,War
1263,Family
1265,"Strategy, Family"
1267,Childrens
1269,Family
1270,Card games
1275,"Thematic, Family"
1277,Abstract
1289,Abstract
1290,Abstract
1291,Abstract
1293,Family
1294,Family
1295,Abstract
1297,"Family, Party"
1298,Family
1299,"Family, Party"
1301,Card games
1302,"Family, Party"
1303,Childrens
1304,"Thematic, Strategy"
1309,Strategy
1310,Family
1313,Strategy
1315,Family
1318,Childrens
1319,Childrens
1321,Childrens
1322,Childrens
1323,War
1324,Family
1326,Childrens
1329,Abstract
1333,Family
1334,"Strategy, Family"
1336,"Strategy, Family"
1337,Abstract
1338,Strategy
1339,"Thematic, Family"
1345,Strategy
1350,Strategy
1353,Party
1355,Childrens
1358,War
1362,"Family, Party"
1365,Abstract
1367,Strategy
1368,Abstract
1370,Family
1371,War
1372,War
1373,War
1375,War
1376,Family
1379,Abstract
1380,"Strategy, Family"
1381,Family
1382,Family
1383,Family
1387,Family
1397,Childrens
1398,Strategy
1403,Family
1405,Strategy
1406,Family
1407,Abstract
1408,"Thematic, War"
1410,Childrens
1412,Family
1413,War
1416,Abstract
1417,Family
1419,Abstract
1420,Family
1421,"Thematic, War"
1422,Family
1423,War
1425,War
1426,Family
1427,Abstract
1430,War
1431,War
1435,Strategy
1439,Childrens
1442,War
1444,War
1445,Family
1447,Strategy
1448,"Strategy, Family"
1449,Abstract
1452,"Family, Abstract"
1459,Family
1463,Family
1465,Family
1467,Thematic
1468,Party
1472,Family
1473,War
1474,Family
1475,Family
1477,"Strategy, War"
1480,"Strategy, War"
1484,Family
1489,"Thematic, Family"
1491,Strategy
1493,Strategy
1496,War
1497,"Thematic, Card games"
1498,"Thematic, Strategy"
1499,War
1501,Family
1502,Family
1503,War
1506,"Strategy, War"
1508,War
1509,War
1510,Thematic
1511,"Thematic, Strategy"
1512,"War, Abstract"
1513,Strategy
1514,Abstract
1515,Family
1516,"Thematic, Strategy"
1517,Card games
1519,Card games
1520,Abstract
1522,"Thematic, Family"
1525,"War, Card games"
1527,Family
1530,Card games
1533,"Family, Childrens"
1535,Family
1536,"Thematic, Family"
1540,"Thematic, War"
1543,Thematic
1544,Party
1545,"Family, Abstract"
1547,Abstract
1549,Family
1550,Abstract
1551,"War, Family"
1552,Card games
1555,Family
1556,War
1558,Thematic
1561,Family
1563,War
1568,Thematic
1570,War
1571,"Thematic, Strategy"
1572,Family
1574,War
1575,War
1576,War
1577,"Thematic, Strategy"
1578,"Thematic, Strategy"
1579,Thematic
1582,War
1583,War
1585,War
1586,"Thematic, Family"
1589,War
1590,"Strategy, Family"
1591,Abstract
1593,"Thematic, Strategy"
1594,War
1597,"Strategy, Family"
1598,War
1599,War
1602,Abstract
1604,Family
1607,Childrens
1608,War
1613,Childrens
1616,War
1618,War
1620,War
1621,Thematic
1622,Abstract
1627,Card games
1628,"Thematic, War"
1629,War
1631,"Thematic, War"
1633,"Strategy, War"
1634,Thematic
1635,War
1638,Abstract
1644,"Thematic, Family"
1645,War
1649,War
1653,War
1657,Strategy
1662,War
1666,War
1668,War
1669,War
1672,War
1674,War
1678,War
1679,War
1681,War
1687,"Strategy, Party"
1690,Family
1692,Party
1693,"Strategy, War"
1694,War
1695,"Thematic, War"
1697,War
1698,Thematic
1699,Thematic
1700,War
1702,Childrens
1705,"Family, Party"
1708,"Strategy, War"
1709,War
1710,War
1711,War
1713,"Strategy, War"
1714,Abstract
1716,War
1717,"Thematic, War"
1719,War
1720,War
1721,Strategy
1722,War
1723,War
1726,War
1730,Childrens
1735,Abstract
1744,Childrens
1748,Party
1751,"Family, Childrens"
1753,Childrens
1757,Family
1758,Thematic
1768,Childrens
1770,Thematic
1771,Abstract
1772,War
1773,"Thematic, War"
1779,War
1780,Thematic
1781,War
1782,War
1783,"Thematic, War"
1784,Thematic
1789,War
1792,"Strategy, War"
1793,War
1794,"Thematic, War"
1796,Strategy
1797,Family
1799,Card games
1800,Card games
1804,Party
1806,Childrens
1814,"Family, Party"
1815,Strategy
1816,Abstract
1817,Party
1820,"War, Card games"
1821,War
1822,War
1823,Strategy
1824,"Strategy, Family"
1827,Thematic
1829,War
1830,Strategy
1832,"Thematic, Family"
1833,Thematic
1836,Family
1844,War
1855,Party
1857,"Strategy, War"
1859,Card games
1860,Card games
1861,Thematic
1867,Childrens
1869,"Thematic, Family"
1871,Family
1873,"Strategy, War"
1875,Abstract
1877,"Family, Childrens"
1881,"Thematic, Party"
1887,Card games
1890,Abstract
1891,Card games
1894,War
1897,"Strategy, Family"
1898,Card games
1899,"Family, Childrens"
1901,War
1913,Abstract
1915,Card games
1916,Abstract
1917,"Family, Abstract"
1919,War
1923,Party
1924,"Strategy, Family"
1927,"Thematic, Party"
1931,Family
1932,Family
1933,"Family, Childrens"
1940,"Thematic, Family"
1941,Childrens
1942,"Strategy, Family"
1943,Family
1945,War
1950,"Family, Childrens"
1956,Childrens
1962,Party
1964,"Strategy, War"
1970,Abstract
1973,Childrens
1977,Family
1982,Family
1984,War
1986,Family
1987,"Strategy, War"
1991,War
1992,Family
1993,Abstract
1997,War
1998,Childrens
2001,Childrens
2002,Childrens
2003,Abstract
2025,Thematic
2030,Childrens
2033,Childrens
2038,Abstract
2040,Abstract
2043,Abstract
2047,Family
2060,Family
2061,War
2063,"Thematic, Strategy"
2065,Abstract
2072,War
2073,War
2076,War
2077,War
2078,War
2079,War
2080,War
2081,War
2082,War
2083,Abstract
2086,Family
2087,Family
2088,"Strategy, Family"
2090,War
2093,Abstract
2094,Childrens
2096,Abstract
2097,War
2098,Card games
2100,"Thematic, Family"
2101,War
2105,War
2106,War
2114,"Family, Childrens"
2119,"Thematic, Family"
2120,Card games
2121,"Strategy, War"
2122,Card games
2123,Card games
2125,Abstract
2127,Card games
2128,Card games
2129,Childrens
2130,Card games
2131,Card games
2132,Card games
2133,Card games
2134,Card games
2135,Card games
2136,"Family, Childrens"
2137,Card games
2138,War
2139,Card games
2150,War
2153,War
2154,War
2156,Party
2157,War
2160,War
2162,War
2163,"Thematic, War"
2165,Card games
2166,Card games
2168,War
2169,Card games
2171,Abstract
2173,Abstract
2179,Family
2181,"Strategy, Abstract"
2189,Family
2190,Card games
2192,War
2194,War
2195,Abstract
2197,Abstract
2198,Abstract
2201,Card games
2211,Abstract
2212,Family
2213,War
2216,"Thematic, Family"
2223,Family
2224,Thematic
2228,War
2229,Abstract
2230,Abstract
2232,Abstract
2234,"Thematic, Party"
2235,Abstract
2236,War
2238,War
2242,Thematic
2243,Family
2247,War
2248,Abstract
2249,Childrens
2250,War
2251,"Thematic, Strategy"
2254,Thematic
2256,Childrens
2258,"Strategy, Family"
2259,War
2260,War
2263,War
2265,Abstract
2266,Abstract
2268,Thematic
2271,Abstract
2272,Family
2281,Party
2284,Abstract
2285,Thematic
2287,"Thematic, Strategy"
2288,Thematic
2290,"Family, Abstract"
2294,Family
2295,Childrens
2296,"Family, Childrens"
2298,War
2299,"Thematic, Strategy"
2300,War
2301,Thematic
2306,Childrens
2307,War
2308,Childrens
2314,Childrens
2315,War
2316,Family
2318,Childrens
2322,Family
2324,"Thematic, War"
2335,War
2338,Strategy
2341,War
2342,"Family, Childrens"
2344,Strategy
2346,Abstract
2348,Abstract
2350,Family
2352,"Abstract, Childrens"
2353,Strategy
2363,"Thematic, Strategy"
2366,Abstract
2367,Childrens
2368,"Thematic, War"
2371,Family
2375,Family
2376,"Thematic, War"
2379,Party
2381,Party
2383,"Thematic, Family"
2386,Abstract
2388,War
2389,Abstract
2392,Abstract
2393,Abstract
2394,Abstract
2395,Abstract
2396,Strategy
2397,Abstract
2398,"Family, Abstract"
2399,Abstract
2404,War
2407,"Family, Childrens"
2408,War
2409,Abstract
2415,Abstract
2422,War
2425,Childrens
2426,War
2427,War
2428,War
2440,Abstract
2442,Abstract
2444,"War, Family"
2446,War
2447,War
2448,Abstract
2452,Party
2453,Abstract
2455,Strategy
2456,Family
2457,"War, Childrens"
2458,"Thematic, Party"
2464,War
2470,"Thematic, Party"
2471,Thematic
2472,Thematic
2473,Abstract
2474,War
2476,Strategy
2478,Strategy
2480,Thematic
2482,Childrens
2483,War
2484,Family
2485,"Family, Childrens"
2489,Abstract
2494,War
2503,War
2507,Strategy
2511,Thematic
2516,"Thematic, War"
2521,Abstract
2524,War
2527,War
2529,War
2531,War
2533,"Strategy, Family"
2535,Thematic
2538,"Strategy, War"
2539,Strategy
2541,Family
2542,Family
2545,Abstract
2546,Family
2549,Abstract
2553,Family
2555,Family
2557,War
2559,Abstract
2562,War
2569,Family
2570,"Strategy, Family"
2572,Abstract
2573,Childrens
2574,War
2577,"Abstract, Childrens"
2578,Family
2579,War
2580,War
2582,Party
2583,Strategy
2593,"Family, Party"
2596,Family
2597,Family
2598,"War, Family"
2599,War
2603,Card games
2604,Party
2605,War
2606,War
2607,"Strategy, Family"
2611,Thematic
2612,Strategy
2613,"Thematic, War"
2627,Thematic
2629,Childrens
2633,Family
2634,Abstract
2637,War
2638,War
2639,War
2640,Card games
2641,War
2643,War
2649,Abstract
2651,Strategy
2652,Party
2653,Family
2655,Abstract
2656,War
2665,War
2666,"Strategy, War"
2667,Party
2669,Childrens
2672,Family
2678,Thematic
2679,Childrens
2680,Family
2689,Strategy
2690,War
2699,War
2706,War
2709,War
2710,Abstract
2716,Strategy
2717,Family
2718,"Strategy, War"
2719,"Abstract, Childrens"
2720,War
2724,War
2725,Thematic
2728,Abstract
2731,Abstract
2742,War
2743,War
2746,War
2748,War
2749,War
2750,Party
2751,War
2756,War
2757,War
2759,Abstract
2762,"Family, Abstract"
2763,Abstract
2767,Childrens
2770,"Family, Abstract"
2771,Strategy
2773,Thematic
2775,War
2777,Childrens
2778,"Strategy, War"
2779,"Strategy, War"
2781,Family
2783,Childrens
2785,Childrens
2788,Childrens
2791,Childrens
2792,Childrens
2793,Childrens
2794,Family
2795,"Thematic, War"
2799,War
2800,War
2806,War
2808,War
2809,War
2812,War
2816,Childrens
2817,"Thematic, Family"
2818,Family
2824,"Strategy, War"
2833,Childrens
2836,Abstract
2838,Party
2842,Family
2844,"Thematic, War"
2845,War
2853,Strategy
2858,Abstract
2860,Abstract
2866,Family
2867,"Thematic, Strategy"
2868,Abstract
2871,Childrens
2872,Abstract
2875,War
2876,Card games
2879,Party
2881,War
2884,Abstract
2885,War
2887,Childrens
2888,War
2891,War
2901,Family
2902,Card games
2903,War
2904,War
2911,Abstract
2917,War
2918,"War, Card games"
2919,Thematic
2920,War
2921,Family
2922,Party
2932,Abstract
2935,Abstract
2937,Abstract
2938,Abstract
2940,Family
2944,"Party, Childrens"
2946,"Abstract, Childrens"
2947,"Strategy, Family"
2952,"Family, Party"
2955,Strategy
2956,Party
2960,"Strategy, Abstract"
2961,Abstract
2962,"Family, Abstract"
2965,Abstract
2968,Family
2975,"Strategy, War"
2978,Abstract
2979,Childrens
2981,Strategy
2986,War
2987,Family
2988,War
2990,Abstract
2991,Abstract
2994,War
2995,War
2997,War
2998,War
3000,War
3003,"Thematic, Strategy"
3004,Abstract
3005,Abstract
3015,Abstract
3016,War
3024,Abstract
3030,Childrens
3035,War
3037,War
3039,War
3040,War
3041,War
3044,War
3045,War
3046,War
3048,"Family, Party"
3049,War
3050,War
3052,Card games
3053,War
3054,War
3057,Abstract
3059,Childrens
3061,War
3062,Abstract
3065,Family
3070,War
3071,Thematic
3072,"Thematic, War"
3074,Childrens
3076,Strategy
3078,Abstract
3081,Abstract
3083,War
3084,Family
3085,Family
3086,"Thematic, Family"
3089,"Thematic, War"
3090,Thematic
3093,"Abstract, Childrens"
3095,"Thematic, War"
3097,Strategy
3099,War
3107,Childrens
3108,War
3110,"Strategy, War"
3114,Family
3119,Party
3122,Card games
3125,Card games
3127,Card games
3128,Strategy
3130,Strategy
3133,Thematic
3137,Party
3139,"Strategy, Family"
3141,Family
3144,Abstract
3147,Childrens
3149,Family
3152,War
3154,Strategy
3155,Abstract
3156,War
3160,War
3161,War
3162,War
3163,War
3170,War
3174,War
3177,War
3181,Family
3183,"Thematic, War"
3188,"Card games, Abstract"
3190,Abstract
3201,Strategy
3202,War
3203,Abstract
3208,Family
3210,Abstract
3218,War
3226,Thematic
3228,Abstract
3230,Strategy
3231,Strategy
3232,Childrens
3234,"Strategy, Family"
3236,Strategy
3237,War
3240,War
3242,Family
3243,Family
3245,War
3246,"Thematic, War"
3247,Thematic
3248,"Thematic, War"
3249,"Thematic, War"
3251,War
3262,Childrens
3263,War
3265,War
3266,Childrens
3267,Strategy
3269,Family
3271,War
3275,War
3279,Card games
3284,Thematic
3298,Childrens
3306,Abstract
3307,Strategy
3309,War
3312,War
3313,Abstract
3316,War
3318,Family
3319,Abstract
3320,"Family, Childrens"
3321,Family
3324,Childrens
3335,Abstract
3337,"Family, Party"
3339,Thematic
3341,"Strategy, Party"
3343,Family
3348,Strategy
3352,Childrens
3353,War
3354,War
3355,Abstract
3358,Childrens
3369,"Thematic, War"
3370,Abstract
3371,Abstract
3373,Abstract
3376,War
3377,Party
3383,Abstract
3384,War
3385,"Strategy, Family"
3394,Childrens
3403,War
3404,Abstract
3406,Abstract
3408,War
3409,War
3411,War
3412,War
3413,War
3414,War
3416,War
3417,Abstract
3421,Family
3422,Family
3423,Abstract
3427,Family
3439,Card games
3452,Family
3457,Abstract
3459,War
3463,"Thematic, War"
3464,War
3465,War
3466,War
3468,War
3473,War
3475,Card games
3476,War
3483,Childrens
3484,"Thematic, Family"
3487,Card games
3488,Card games
3492,Card games
3495,Card games
3499,Abstract
3502,Card games
3503,Card games
3504,Card games
3507,Childrens
3510,Party
3513,Abstract
3517,Childrens
3518,War
3522,"Party, Childrens"
3523,War
3527,War
3531,"Thematic, War"
3533,War
3534,Strategy
3538,War
3540,Abstract
3547,Thematic
3548,"Thematic, War"
3553,War
3557,Abstract
3560,War
3561,War
3562,Strategy
3563,War
3565,"Thematic, War"
3567,Family
3570,Childrens
3571,War
3572,War
3573,War
3574,War
3575,"Strategy, War"
3576,War
3577,War
3581,War
3584,War
3585,"Thematic, War"
3586,"Family, Childrens"
3593,War
3594,"Thematic, War"
3595,Party
3597,Thematic
3600,War
3602,War
3603,War
3604,Abstract
3605,War
3608,War
3613,War
3615,War
3616,War
3617,War
3618,War
3625,"Thematic, Strategy"
3626,War
3627,"Thematic, Family"
3628,Childrens
3631,Childrens
3632,Family
3633,Strategy
3634,War
3637,"Thematic, War"
3641,War
3645,War
3646,War
3650,War
3655,Family
3656,Abstract
3658,Abstract
3661,War
3662,War
3663,War
3666,War
3668,Card games
3669,War
3670,War
3673,War
3674,War
3676,Family
3677,War
3679,Abstract
3685,War
3686,Childrens
3691,War
3692,War
3693,War
3698,War
3699,Family
3701,Abstract
3702,"Family, Childrens"
3705,"Family, Party"
3706,"Family, Abstract"
3707,War
3710,War
3711,War
3712,War
3715,Card games
3716,War
3719,Abstract
3720,"Thematic, Family"
3723,Childrens
3724,War
3725,Childrens
3727,Childrens
3728,Childrens
3730,Thematic
3737,Childrens
3749,Family
3762,Childrens
3765,War
3766,War
3793,Childrens
3800,Strategy
3801,Thematic
3804,Childrens
3807,"Thematic, War"
3812,War
3814,War
3815,War
3818,Party
3820,War
3825,Abstract
3826,Abstract
3828,Strategy
3830,Abstract
3835,Childrens
3836,Card games
3837,"Family, Childrens"
3838,Card games
3839,Abstract
3840,Card games
3841,Card games
3842,Card games
3843,Card games
3844,Card games
3845,Childrens
3846,Childrens
3848,Card games
3849,Card games
3850,Card games
3851,Card games
3852,Card games
3855,War
3864,Card games
3870,Strategy
3874,Abstract
3883,War
3886,Abstract
3889,Childrens
3892,War
3893,"Thematic, War"
3894,War
3895,War
3896,War
3901,War
3908,Childrens
3909,Childrens
3910,Childrens
3914,"Family, Childrens"
3921,Strategy
3931,Strategy
3932,Abstract
3936,War
3945,Childrens
3946,Abstract
3954,Strategy
3955,Party
3965,War
3966,War
3967,"Thematic, War"
3970,"Thematic, War"
3972,"Strategy, Family"
3977,Childrens
3979,Abstract
3983,Abstract
3985,War
3986,War
3990,Party
3992,War
3993,War
3996,Abstract
3999,Family
4001,War
4004,Childrens
4008,War
4009,War
4010,War
4011,War
4012,War
4014,War
4015,War
4016,War
4017,War
4020,War
4021,War
4022,"Thematic, Family"
4025,War
4031,Abstract
4034,Abstract
4035,"Family, Party"
4036,War
4037,War
4040,Abstract
4041,Childrens
4042,Childrens
4047,War
4048,War
4049,War
4050,War
4052,Card games
4062,Childrens
4068,Childrens
4077,"Family, Party"
4079,Family
4084,War
4085,War
4086,War
4087,War
4090,War
4091,War
4093,Abstract
4095,Thematic
4098,Strategy
4099,Strategy
4102,War
4105,Card games
4106,Strategy
4107,Childrens
4110,Card games
4112,Abstract
4113,War
4118,Abstract
4121,War
4122,"Family, Childrens"
4124,War
4125,War
4126,War
4139,War
4143,Childrens
4146,War
4147,War
4149,Childrens
4150,Abstract
4152,Card games
4154,Card games
4168,War
4171,Card games
4172,War
4173,War
4174,Party
4175,War
4178,Abstract
4181,Abstract
4192,War
4196,Childrens
4199,War
4200,War
4201,War
4202,War
4204,War
4205,War
4206,War
4207,War
4208,War
4209,Childrens
4210,War
4211,War
4212,War
4213,Party
4214,War
4215,War
4217,War
4218,Family
4221,Thematic
4222,War
4226,War
4228,War
4229,Card games
4232,War
4234,War
4235,War
4236,War
4237,War
4239,War
4240,War
4241,War
4242,War
4244,War
4245,War
4246,War
4247,War
4248,War
4249,Strategy
4252,War
4254,War
4255,War
4256,Childrens
4257,Childrens
4258,War
4259,War
4265,War
4270,War
4271,War
4275,War
4276,War
4278,War
4280,War
4281,Abstract
4285,War
4286,Card games
4287,War
4288,War
4289,War
4290,War
4291,War
4292,War
4293,War
4294,War
4295,War
4296,War
4298,War
4299,War
4300,War
4303,War
4316,"Strategy, War"
4317,"Thematic, War"
4318,Strategy
4319,War
4320,War
